"","word","Life and Times (1881)","My Bondage (1855)","Narrative Life (1845)","Travel Diary","sum_word_counts"
"11680","aggo",0,0,0,1,1
"11681","aggrandizement",1,0,0,0,1
"11682","aggravated",0,0,1,0,1
"11683","aggravations",0,0,1,0,1
"11684","aggressionsettled",1,0,0,0,1
"11685","agitatedby",1,0,0,0,1
"11686","agitating",0,0,1,0,1
"11687","agitationonly",1,0,0,0,1
"11688","agitator",1,0,0,0,1
"11689","agitators",1,0,0,0,1
"11690","aglance",1,0,0,0,1
"11691","aglorious",1,0,0,0,1
"11692","ago.the",1,0,0,0,1
"11693","agonizingprayers",1,0,0,0,1
"11694","agovernment",1,0,0,0,1
"11695","agreat",1,0,0,0,1
"11696","agreedto",1,0,0,0,1
"11697","agreeing",0,0,0,1,1
"11698","agricultural",0,1,0,0,1
"11699","agriculture",1,0,0,0,1
"11700","ahalf",1,0,0,0,1
"11701","ahand",1,0,0,0,1
"11702","ahealth",1,0,0,0,1
"11703","ahell",1,0,0,0,1
"11704","ahelpless",1,0,0,0,1
"11705","ahigh",1,0,0,0,1
"11706","ahundred",1,0,0,0,1
"11707","aid.of",1,0,0,0,1
"11708","aid.strangely",1,0,0,0,1
"11709","aidedin",1,0,0,0,1
"11710","aidrendered",1,0,0,0,1
"11711","aims.in",1,0,0,0,1
"11712","aimsof",1,0,0,0,1
"11713","airat",1,0,0,0,1
"11714","airwhich",1,0,0,0,1
"11715","airy",0,1,0,0,1
"11716","aisles",0,1,0,0,1
"11717","ajury",1,0,0,0,1
"11718","aknockdown",1,0,0,0,1
"11719","alabastercravat",1,0,0,0,1
"11720","alamb",1,0,0,0,1
"11721","alarge",1,0,0,0,1
"11722","alarming",0,1,0,0,1
"11723","aldridge",0,1,0,0,1
"11724","alecture",1,0,0,0,1
"11725","alesson",1,0,0,0,1
"11726","alex",0,0,0,1,1
"11727","alexanderdunlop",1,0,0,0,1
"11728","alexandria",0,0,0,1,1
"11729","alfestume",0,0,0,1,1
"11730","ali",0,1,0,0,1
"11731","alighted",0,1,0,0,1
"11732","alistener",1,0,0,0,1
"11733","all.at",1,0,0,0,1
"11734","all.for",1,0,0,0,1
"11735","all.held",1,0,0,0,1
"11736","all.i",1,0,0,0,1
"11737","all.taking",1,0,0,0,1
"11738","all’s",1,0,0,0,1
"11739","allan",1,0,0,0,1
"11740","allappalled",1,0,0,0,1
"11741","allartificial",1,0,0,0,1
"11742","allas",1,0,0,0,1
"11743","allay",1,0,0,0,1
"11744","allayed",1,0,0,0,1
"11745","allblack",1,0,0,0,1
"11746","allborrowed",1,0,0,0,1
"11747","allchoice",1,0,0,0,1
"11748","allclimes",1,0,0,0,1
"11749","allcountries.take",1,0,0,0,1
"11750","allday",1,0,0,0,1
"11751","alldirections",1,0,0,0,1
"11752","alldistinctions",1,0,0,0,1
"11753","alleghanies",1,0,0,0,1
"11754","allen",0,0,0,1,1
"11755","alleyes",1,0,0,0,1
"11756","allhis",1,0,0,0,1
"11757","allhope",1,0,0,0,1
"11758","alliceana",1,0,0,0,1
"11759","allied",0,0,1,0,1
"11760","allin",1,0,0,0,1
"11761","allits",1,0,0,0,1
"11762","allkept",1,0,0,0,1
"11763","allmanner",1,0,0,0,1
"11764","allmen",1,0,0,0,1
"11765","allone",1,0,0,0,1
"11766","allother",1,0,0,0,1
"11767","allotments",0,1,0,0,1
"11768","allowable",1,0,0,0,1
"11769","allowanced",0,0,1,0,1
"11770","allowedhimself",1,0,0,0,1
"11771","allowedit",1,0,0,0,1
"11772","allowhimself",1,0,0,0,1
"11773","allowhis",1,0,0,0,1
"11774","allowniggers",1,0,0,0,1
"11775","allowthem",1,0,0,0,1
"11776","alloy",1,0,0,0,1
"11777","allpersons",1,0,0,0,1
"11778","allplaces",1,0,0,0,1
"11779","allsemblance",1,0,0,0,1
"11780","allslavery",1,0,0,0,1
"11781","allsorts",1,0,0,0,1
"11782","allsubjected",1,0,0,0,1
"11783","allthese",1,0,0,0,1
"11784","allthis",1,0,0,0,1
"11785","allthree",1,0,0,0,1
"11786","alltook",1,0,0,0,1
"11787","allude",0,1,0,0,1
"11788","alluding",0,1,0,0,1
"11789","alludingto",1,0,0,0,1
"11790","allured",0,1,0,0,1
"11791","allvoices",1,0,0,0,1
"11792","allwent",1,0,0,0,1
"11793","allwithout",1,0,0,0,1
"11794","almostheart",1,0,0,0,1
"11795","almostprovidentially",1,0,0,0,1
"11796","almostsure",1,0,0,0,1
"11797","aloft",0,1,0,0,1
"11798","alone",0,0,0,1,1
"11799","alone.now",1,0,0,0,1
"11800","alonewithout",1,0,0,0,1
"11801","alongbehind",1,0,0,0,1
"11802","aloof",0,1,0,0,1
"11803","alpheus",1,0,0,0,1
"11804","alphonsojanes",1,0,0,0,1
"11805","alps",0,0,0,1,1
"11806","alreadybeen",1,0,0,0,1
"11807","alreadyby",1,0,0,0,1
"11808","alreadycome",1,0,0,0,1
"11809","alreadydescribed",1,0,0,0,1
"11810","alreadynarrated",1,0,0,0,1
"11811","also.this",1,0,0,0,1
"11812","alsodid",1,0,0,0,1
"11813","alsofrom",1,0,0,0,1
"11814","alsothe",1,0,0,0,1
"11815","altantic",0,0,0,1,1
"11816","altarfenced",1,0,0,0,1
"11817","alter",1,0,0,0,1
"11818","altering",1,0,0,0,1
"11819","alternatives",1,0,0,0,1
"11820","alters",0,0,0,1,1
"11821","althoughthis",1,0,0,0,1
"11822","altogethera",1,0,0,0,1
"11823","altogethercreditable",1,0,0,0,1
"11824","altogetherdisclaim",1,0,0,0,1
"11825","altogethergroundless",1,0,0,0,1
"11826","alvin",1,0,0,0,1
"11827","always",0,0,0,1,1
"11828","alwaysfeel",1,0,0,0,1
"11829","alwayshad",1,0,0,0,1
"11830","alwayshalf",1,0,0,0,1
"11831","alwaysopen",1,0,0,0,1
"11832","alwaystoo",1,0,0,0,1
"11833","alwaysunsuccessful",1,0,0,0,1
"11834","amagistrate",1,0,0,0,1
"11835","amagnificent",1,0,0,0,1
"11836","amalmost",1,0,0,0,1
"11837","amanda’s",1,0,0,0,1
"11838","amandaauld",1,0,0,0,1
"11839","amaster",1,0,0,0,1
"11840","amaze",1,0,0,0,1
"11841","amazedwith",1,0,0,0,1
"11842","ambiguous",0,1,0,0,1
"11843","amdigressing.after",1,0,0,0,1
"11844","ameasure",1,0,0,0,1
"11845","ameeting",1,0,0,0,1
"11846","ameliorate",0,1,0,0,1
"11847","amelioration",1,0,0,0,1
"11848","amend",1,0,0,0,1
"11849","amendmentto",1,0,0,0,1
"11850","ameriacn",0,1,0,0,1
"11851","america_",0,1,0,0,1
"11852","america.messrs",1,0,0,0,1
"11853","america’s",1,0,0,0,1
"11854","americancitizens",1,0,0,0,1
"11855","americanheart",1,0,0,0,1
"11856","americanhouse",1,0,0,0,1
"11857","americanpassengers",1,0,0,0,1
"11858","americanpeople",1,0,0,0,1
"11859","americansenate",1,0,0,0,1
"11860","americanslavery",1,0,0,0,1
"11861","amglad",1,0,0,0,1
"11862","amhappy",1,0,0,0,1
"11863","amiablequalities",1,0,0,0,1
"11864","amiablethan",1,0,0,0,1
"11865","amiserable",1,0,0,0,1
"11866","ammonite",0,1,0,0,1
"11867","amno",1,0,0,0,1
"11868","amongfriends",1,0,0,0,1
"11869","amongnew",1,0,0,0,1
"11870","amongourselves",1,0,0,0,1
"11871","amongthem",1,0,0,0,1
"11872","amongus",1,0,0,0,1
"11873","amorancy",1,0,0,0,1
"11874","amore",1,0,0,0,1
"11875","amos",1,0,0,0,1
"11876","amother’s",1,0,0,0,1
"11877","amphetheatre ",0,0,0,1,1
"11878","amplify",0,1,0,0,1
"11879","amputation",1,0,0,0,1
"11880","amquite",1,0,0,0,1
"11881","amremoved",1,0,0,0,1
"11882","amsick",1,0,0,0,1
"11883","amstrengthened",1,0,0,0,1
"11884","amsure",1,0,0,0,1
"11885","amultitude",1,0,0,0,1
"11886","amused",0,1,0,0,1
"11887","amusements",1,0,0,0,1
"11888","amypost",1,0,0,0,1
"11889","anabolition",1,0,0,0,1
"11890","anabolitionist",1,0,0,0,1
"11891","anachronisms",1,0,0,0,1
"11892","anaddress",1,0,0,0,1
"11893","analarming",1,0,0,0,1
"11894","anall",1,0,0,0,1
"11895","analogous",1,0,0,0,1
"11896","analogy",0,1,0,0,1
"11897","analysis",0,1,0,0,1
"11898","anational",1,0,0,0,1
"11899","anattempt",1,0,0,0,1
"11900","anaudience",1,0,0,0,1
"11901","ancestor",0,1,0,0,1
"11902","ancestors",1,0,0,0,1
"11903","and55th",1,0,0,0,1
"11904","andability",1,0,0,0,1
"11905","andadmiration.late",1,0,0,0,1
"11906","andadopted",1,0,0,0,1
"11907","andadoption",1,0,0,0,1
"11908","andaffectionate",1,0,0,0,1
"11909","andaggressive",1,0,0,0,1
"11910","andalabama",1,0,0,0,1
"11911","andalso",1,0,0,0,1
"11912","andamalgamation",1,0,0,0,1
"11913","andamongst",1,0,0,0,1
"11914","andappalling",1,0,0,0,1
"11915","andappliances",1,0,0,0,1
"11916","andappointed",1,0,0,0,1
"11917","andapprehension",1,0,0,0,1
"11918","andarmed",1,0,0,0,1
"11919","andaround",1,0,0,0,1
"11920","andascertain",1,0,0,0,1
"11921","andasked",1,0,0,0,1
"11922","andat",1,0,0,0,1
"11923","andbayonet",1,0,0,0,1
"11924","andbe",1,0,0,0,1
"11925","andbeauty.the",1,0,0,0,1
"11926","andbecause",1,0,0,0,1
"11927","andbelieved",1,0,0,0,1
"11928","andbeneficent",1,0,0,0,1
"11929","andbest",1,0,0,0,1
"11930","andbetter",1,0,0,0,1
"11931","andbloodshed",1,0,0,0,1
"11932","andblowing",1,0,0,0,1
"11933","andbound",1,0,0,0,1
"11934","andbrandies",1,0,0,0,1
"11935","andbrave",1,0,0,0,1
"11936","andbreathing",1,0,0,0,1
"11937","andbrother",1,0,0,0,1
"11938","andbrought",1,0,0,0,1
"11939","andbruises",1,0,0,0,1
"11940","andbrutal",1,0,0,0,1
"11941","andburned",1,0,0,0,1
"11942","andbutter",1,0,0,0,1
"11943","andcapricious",1,0,0,0,1
"11944","andcaused",1,0,0,0,1
"11945","andcelebrate",1,0,0,0,1
"11946","andcentral",1,0,0,0,1
"11947","andchronicle_",1,0,0,0,1
"11948","andcircumstances",1,0,0,0,1
"11949","andcivilization",1,0,0,0,1
"11950","andclear",1,0,0,0,1
"11951","andclothe",1,0,0,0,1
"11952","andco",1,0,0,0,1
"11953","andcold",1,0,0,0,1
"11954","andcolor",1,0,0,0,1
"11955","andcomforts",1,0,0,0,1
"11956","andcompetent",1,0,0,0,1
"11957","andcompletely",1,0,0,0,1
"11958","andconduct",1,0,0,0,1
"11959","andconductor",1,0,0,0,1
"11960","andconsider",1,0,0,0,1
"11961","andconversation",1,0,0,0,1
"11962","andcoppering",1,0,0,0,1
"11963","andcordially",1,0,0,0,1
"11964","andcreated",1,0,0,0,1
"11965","andcredit",1,0,0,0,1
"11966","anddaring",1,0,0,0,1
"11967","anddates",1,0,0,0,1
"11968","andday",1,0,0,0,1
"11969","anddesire",1,0,0,0,1
"11970","anddesperate",1,0,0,0,1
"11971","anddespite",1,0,0,0,1
"11972","anddestroy",1,0,0,0,1
"11973","anddestroying",1,0,0,0,1
"11974","anddestructive",1,0,0,0,1
"11975","anddeveloping",1,0,0,0,1
"11976","anddevising",1,0,0,0,1
"11977","anddid",1,0,0,0,1
"11978","anddignity",1,0,0,0,1
"11979","anddiscreditable",1,0,0,0,1
"11980","anddisparagement",1,0,0,0,1
"11981","anddistinctive",1,0,0,0,1
"11982","anddivided",1,0,0,0,1
"11983","anddo",1,0,0,0,1
"11984","anddried",1,0,0,0,1
"11985","andearnest",1,0,0,0,1
"11986","andeconomy",1,0,0,0,1
"11987","andeffectively",1,0,0,0,1
"11988","andelegantly",1,0,0,0,1
"11989","andeloquent",1,0,0,0,1
"11990","andelsewhere",1,0,0,0,1
"11991","andembarrassment",1,0,0,0,1
"11992","andempty",1,0,0,0,1
"11993","andencountered",1,0,0,0,1
"11994","andended",1,0,0,0,1
"11995","andending",1,0,0,0,1
"11996","andenjoying",1,0,0,0,1
"11997","andenough",1,0,0,0,1
"11998","andequality",1,0,0,0,1
"11999","andersonkindly",1,0,0,0,1
"12000","andersonville",1,0,0,0,1
"12001","andevergreens",1,0,0,0,1
"12002","andevery",1,0,0,0,1
"12003","andexacting",1,0,0,0,1
"12004","andexceeding",1,0,0,0,1
"12005","andexemplary",1,0,0,0,1
"12006","andexperience",1,0,0,0,1
"12007","andexperienced",1,0,0,0,1
"12008","andfear",1,0,0,0,1
"12009","andfeelings",1,0,0,0,1
"12010","andfifteenth",1,0,0,0,1
"12011","andfills",1,0,0,0,1
"12012","andfitting",1,0,0,0,1
"12013","andfought",1,0,0,0,1
"12014","andfretful",1,0,0,0,1
"12015","andfriendless",1,0,0,0,1
"12016","andfurnished",1,0,0,0,1
"12017","andgeese",1,0,0,0,1
"12018","andgenerosity",1,0,0,0,1
"12019","andgenerous",1,0,0,0,1
"12020","andgiven",1,0,0,0,1
"12021","andgrandeur",1,0,0,0,1
"12022","andgreatest",1,0,0,0,1
"12023","andgrief",1,0,0,0,1
"12024","andhated",1,0,0,0,1
"12025","andhateful",1,0,0,0,1
"12026","andhe",1,0,0,0,1
"12027","andheart",1,0,0,0,1
"12028","andhelped",1,0,0,0,1
"12029","andhence",1,0,0,0,1
"12030","andhere",1,0,0,0,1
"12031","andheroic",1,0,0,0,1
"12032","andhis",1,0,0,0,1
"12033","andhope",1,0,0,0,1
"12034","andhow",1,0,0,0,1
"12035","andhumane.it",1,0,0,0,1
"12036","andhumanity",1,0,0,0,1
"12037","andhurled",1,0,0,0,1
"12038","andif",1,0,0,0,1
"12039","andillustrative",1,0,0,0,1
"12040","andimparted",1,0,0,0,1
"12041","andimpatient",1,0,0,0,1
"12042","andimportant",1,0,0,0,1
"12043","andimprisonment",1,0,0,0,1
"12044","andinalienable",1,0,0,0,1
"12045","andinciting",1,0,0,0,1
"12046","andinconvenient",1,0,0,0,1
"12047","andinfluential",1,0,0,0,1
"12048","andink",1,0,0,0,1
"12049","andinspired",1,0,0,0,1
"12050","andireland",1,0,0,0,1
"12051","andjudging",1,0,0,0,1
"12052","andkill",1,0,0,0,1
"12053","andlabors",1,0,0,0,1
"12054","andlaid",1,0,0,0,1
"12055","andlanguor",1,0,0,0,1
"12056","andlargely",1,0,0,0,1
"12057","andlash",1,0,0,0,1
"12058","andlate",1,0,0,0,1
"12059","andlectured",1,0,0,0,1
"12060","andlooking",1,0,0,0,1
"12061","andlucretia.the",1,0,0,0,1
"12062","andmade",1,0,0,0,1
"12063","andmake",1,0,0,0,1
"12064","andmanner",1,0,0,0,1
"12065","andmary",1,0,0,0,1
"12066","andmaterially",1,0,0,0,1
"12067","andmatured",1,0,0,0,1
"12068","andmean",1,0,0,0,1
"12069","andmeet",1,0,0,0,1
"12070","andmight",1,0,0,0,1
"12071","andmill",1,0,0,0,1
"12072","andmisbehaving",1,0,0,0,1
"12073","andmistress",1,0,0,0,1
"12074","andmoney",1,0,0,0,1
"12075","andmorals",1,0,0,0,1
"12076","andmore",1,0,0,0,1
"12077","andmournful",1,0,0,0,1
"12078","andmoved",1,0,0,0,1
"12079","andmr",1,0,0,0,1
"12080","andmrs",1,0,0,0,1
"12081","andmuch",1,0,0,0,1
"12082","andmurray",1,0,0,0,1
"12083","andmuscular",1,0,0,0,1
"12084","andmyself.he",1,0,0,0,1
"12085","andmyself.i",1,0,0,0,1
"12086","andnecessary",1,0,0,0,1
"12087","andno",1,0,0,0,1
"12088","andnoisy",1,0,0,0,1
"12089","andnow",1,0,0,0,1
"12090","andobtained",1,0,0,0,1
"12091","andobtaining",1,0,0,0,1
"12092","andoccupied",1,0,0,0,1
"12093","andoffered",1,0,0,0,1
"12094","andonly",1,0,0,0,1
"12095","andoratory",1,0,0,0,1
"12096","andother",1,0,0,0,1
"12097","andothers",1,0,0,0,1
"12098","andourselves",1,0,0,0,1
"12099","andover.i",1,0,0,0,1
"12100","andpea",1,0,0,0,1
"12101","andpears",1,0,0,0,1
"12102","andperemptory",1,0,0,0,1
"12103","andperhaps",1,0,0,0,1
"12104","andperished",1,0,0,0,1
"12105","andperpetuate",1,0,0,0,1
"12106","andpersecuted.methodists",1,0,0,0,1
"12107","andpersecuting",1,0,0,0,1
"12108","andpersuading",1,0,0,0,1
"12109","andpersuasive",1,0,0,0,1
"12110","andphilanthropic",1,0,0,0,1
"12111","andphysical",1,0,0,0,1
"12112","andplans",1,0,0,0,1
"12113","andplenty",1,0,0,0,1
"12114","andpointed",1,0,0,0,1
"12115","andpossessed",1,0,0,0,1
"12116","andpossibly",1,0,0,0,1
"12117","andpounded",1,0,0,0,1
"12118","andpowerful",1,0,0,0,1
"12119","andpracticed",1,0,0,0,1
"12120","andprayers",1,0,0,0,1
"12121","andprepared",1,0,0,0,1
"12122","andprimitive",1,0,0,0,1
"12123","andprofit",1,0,0,0,1
"12124","andpropriety",1,0,0,0,1
"12125","andproscriptive",1,0,0,0,1
"12126","andproviding",1,0,0,0,1
"12127","andpurpose.up",1,0,0,0,1
"12128","andpurposes",1,0,0,0,1
"12129","andquality",1,0,0,0,1
"12130","andraising",1,0,0,0,1
"12131","andre",0,0,0,1,1
"12132","andreaction",1,0,0,0,1
"12133","andreadily",1,0,0,0,1
"12134","andreasonably",1,0,0,0,1
"12135","andrebuke",1,0,0,0,1
"12136","andreciprocated",1,0,0,0,1
"12137","andrelated",1,0,0,0,1
"12138","andreligious",1,0,0,0,1
"12139","andremember",1,0,0,0,1
"12140","andrent",1,0,0,0,1
"12141","andrespect",1,0,0,0,1
"12142","andrespectability",1,0,0,0,1
"12143","andrevolting",1,0,0,0,1
"12144","andrew’s",1,0,0,0,1
"12145","andrewjohnson",1,0,0,0,1
"12146","andrichard",1,0,0,0,1
"12147","andsaid",1,0,0,0,1
"12148","andsatisfaction",1,0,0,0,1
"12149","andsatisfactory",1,0,0,0,1
"12150","andsaved",1,0,0,0,1
"12151","andsaw",1,0,0,0,1
"12152","andscoured",1,0,0,0,1
"12153","andsecurely",1,0,0,0,1
"12154","andseeking",1,0,0,0,1
"12155","andsent",1,0,0,0,1
"12156","andsentiments",1,0,0,0,1
"12157","andseparate",1,0,0,0,1
"12158","andseverely",1,0,0,0,1
"12159","andshelter",1,0,0,0,1
"12160","andshield",1,0,0,0,1
"12161","andshocking",1,0,0,0,1
"12162","andskillful",1,0,0,0,1
"12163","andslave",1,0,0,0,1
"12164","andslavery",1,0,0,0,1
"12165","andslaves",1,0,0,0,1
"12166","andsleeping",1,0,0,0,1
"12167","andso",1,0,0,0,1
"12168","andsome",1,0,0,0,1
"12169","andsometimes",1,0,0,0,1
"12170","andsouls",1,0,0,0,1
"12171","andsouthern",1,0,0,0,1
"12172","andspiritual",1,0,0,0,1
"12173","andspoke",1,0,0,0,1
"12174","andstaggered",1,0,0,0,1
"12175","andstarboard",1,0,0,0,1
"12176","andstarvation",1,0,0,0,1
"12177","andstation",1,0,0,0,1
"12178","andstonington",1,0,0,0,1
"12179","andstraight",1,0,0,0,1
"12180","andstrength",1,0,0,0,1
"12181","andstruts",1,0,0,0,1
"12182","andsuccessful",1,0,0,0,1
"12183","andsudden",1,0,0,0,1
"12184","andsuffered",1,0,0,0,1
"12185","andsummer’s",1,0,0,0,1
"12186","andsumner",1,0,0,0,1
"12187","andsupposed",1,0,0,0,1
"12188","andsuppressed",1,0,0,0,1
"12189","andsurpass",1,0,0,0,1
"12190","andsurrendered",1,0,0,0,1
"12191","andswearing",1,0,0,0,1
"12192","andtears",1,0,0,0,1
"12193","andtendered",1,0,0,0,1
"12194","andtheir",1,0,0,0,1
"12195","andthen",1,0,0,0,1
"12196","andtheoretical",1,0,0,0,1
"12197","andthey",1,0,0,0,1
"12198","andthinking",1,0,0,0,1
"12199","andthompson",1,0,0,0,1
"12200","andthus",1,0,0,0,1
"12201","andtie",1,0,0,0,1
"12202","andtold",1,0,0,0,1
"12203","andtorn",1,0,0,0,1
"12204","andtraveled",1,0,0,0,1
"12205","andtreacherous",1,0,0,0,1
"12206","andtrust",1,0,0,0,1
"12207","andtruth",1,0,0,0,1
"12208","andtumble",1,0,0,0,1
"12209","anduniformly",1,0,0,0,1
"12210","andunreasonable",1,0,0,0,1
"12211","andunsubstantial",1,0,0,0,1
"12212","andunwavering",1,0,0,0,1
"12213","anduseless",1,0,0,0,1
"12214","andvirginia",1,0,0,0,1
"12215","andwar",1,0,0,0,1
"12216","andwatch",1,0,0,0,1
"12217","andwater",1,0,0,0,1
"12218","andwearisome",1,0,0,0,1
"12219","andwelfare",1,0,0,0,1
"12220","andwell",1,0,0,0,1
"12221","andwent",1,0,0,0,1
"12222","andwere",1,0,0,0,1
"12223","andwhenever",1,0,0,0,1
"12224","andwhile",1,0,0,0,1
"12225","andwhip",1,0,0,0,1
"12226","andwhite",1,0,0,0,1
"12227","andwhose",1,0,0,0,1
"12228","andwicked",1,0,0,0,1
"12229","andwickedness",1,0,0,0,1
"12230","andwithout",1,0,0,0,1
"12231","andwolfish",1,0,0,0,1
"12232","andwon",1,0,0,0,1
"12233","andwould",1,0,0,0,1
"12234","andwrong.until",1,0,0,0,1
"12235","andy",1,0,0,0,1
"12236","andyours",1,0,0,0,1
"12237","anecdote",0,0,1,0,1
"12238","aneminence",1,0,0,0,1
"12239","anend",1,0,0,0,1
"12240","anenglishman",1,0,0,0,1
"12241","anenlightened",1,0,0,0,1
"12242","anexample",1,0,0,0,1
"12243","angelic",0,0,1,0,1
"12244","angelo",0,0,0,1,1
"12245","anguish.i",1,0,0,0,1
"12246","anhonorable",1,0,0,0,1
"12247","anigger",1,0,0,0,1
"12248","animalhad",1,0,0,0,1
"12249","anindian",1,0,0,0,1
"12250","aninfluential",1,0,0,0,1
"12251","aninnovation",1,0,0,0,1
"12252","aninstinctive",1,0,0,0,1
"12253","anintelligent",1,0,0,0,1
"12254","anise",0,0,1,0,1
"12255","ankles",1,0,0,0,1
"12256","annerversary",0,0,0,1,1
"12257","annie",1,0,0,0,1
"12258","annoucement",0,0,0,1,1
"12259","announcingmyself",1,0,0,0,1
"12260","annoying",0,1,0,0,1
"12261","annual",1,0,0,0,1
"12262","annum",0,1,0,0,1
"12263","anoble",1,0,0,0,1
"12264","anoffense",1,0,0,0,1
"12265","anold",1,0,0,0,1
"12266","anomalous",0,0,1,0,1
"12267","anon",0,1,0,0,1
"12268","anontoo",1,0,0,0,1
"12269","anopposite",1,0,0,0,1
"12270","anordinary",1,0,0,0,1
"12271","another.nature",1,0,0,0,1
"12272","another.the",1,0,0,0,1
"12273","another’s",0,1,0,0,1
"12274","anotherand",1,0,0,0,1
"12275","anotherstriking",1,0,0,0,1
"12276","anotherto",1,0,0,0,1
"12277","anotherwas",1,0,0,0,1
"12278","anoverseer",1,0,0,0,1
"12279","anox.night",1,0,0,0,1
"12280","answer.i",1,0,0,0,1
"12281","answeri",1,0,0,0,1
"12282","ant’ney",0,1,0,0,1
"12283","antagonism",1,0,0,0,1
"12284","antagonized",1,0,0,0,1
"12285","anterior",0,1,0,0,1
"12286","anthems",0,1,0,0,1
"12287","anthemsof",1,0,0,0,1
"12288","anticipated",0,1,0,0,1
"12289","anticipating",1,0,0,0,1
"12290","antiquity",0,0,0,1,1
"12291","antoinette",1,0,0,0,1
"12292","anupper",1,0,0,0,1
"12293","anxiousi",1,0,0,0,1
"12294","anybody",0,0,0,1,1
"12295","anybody.i",1,0,0,0,1
"12296","anybodyhas",1,0,0,0,1
"12297","anycolor",1,0,0,0,1
"12298","anycolored",1,0,0,0,1
"12299","anycommission",1,0,0,0,1
"12300","anyconsiderable",1,0,0,0,1
"12301","anyconversation",1,0,0,0,1
"12302","anyextent",1,0,0,0,1
"12303","anyimpropriety",1,0,0,0,1
"12304","anyinstances",1,0,0,0,1
"12305","anyknowledge",1,0,0,0,1
"12306","anylonger",1,0,0,0,1
"12307","anyof",1,0,0,0,1
"12308","anyone",0,0,0,1,1
"12309","anyport",1,0,0,0,1
"12310","anyright",1,0,0,0,1
"12311","anysense",1,0,0,0,1
"12312","anysubject",1,0,0,0,1
"12313","anything",0,0,0,1,1
"12314","anything.on",1,0,0,0,1
"12315","anythingmore",1,0,0,0,1
"12316","anythingwhich",1,0,0,0,1
"12317","anythingwithout",1,0,0,0,1
"12318","anywhere",0,0,0,1,1
"12319","anywhite",1,0,0,0,1
"12320","anywho",1,0,0,0,1
"12321","apainful",1,0,0,0,1
"12322","apartfrom",1,0,0,0,1
"12323","aparty",1,0,0,0,1
"12324","apassport",1,0,0,0,1
"12325","apathy",1,0,0,0,1
"12326","apatriot",1,0,0,0,1
"12327","apeople",1,0,0,0,1
"12328","aphorism",0,1,0,0,1
"12329","apious",1,0,0,0,1
"12330","apistol",1,0,0,0,1
"12331","aplin",1,0,0,0,1
"12332","apoint",1,0,0,0,1
"12333","apologized",1,0,0,0,1
"12334","apologizing",0,0,1,0,1
"12335","aposition",1,0,0,0,1
"12336","apostates",0,1,0,0,1
"12337","apostateswas",1,0,0,0,1
"12338","apostle",0,0,0,1,1
"12339","apostles_",1,0,0,0,1
"12340","apostrophizing",0,0,1,0,1
"12341","apound",1,0,0,0,1
"12342","apoverty",1,0,0,0,1
"12343","apower",1,0,0,0,1
"12344","apparent.the",1,0,0,0,1
"12345","apparentlyreached",1,0,0,0,1
"12346","apparentlyvigorous",1,0,0,0,1
"12347","apparentunconsciousness",1,0,0,0,1
"12348","appealsand",1,0,0,0,1
"12349","appealsof",1,0,0,0,1
"12350","appear",0,0,0,1,1
"12351","appearancealtogether",1,0,0,0,1
"12352","appearances",0,1,0,0,1
"12353","appearedmore",1,0,0,0,1
"12354","appease",1,0,0,0,1
"12355","append",0,0,1,0,1
"12356","apperences",0,0,0,1,1
"12357","appertained",1,0,0,0,1
"12358","applaudingthe",1,0,0,0,1
"12359","applause.it",1,0,0,0,1
"12360","applausefrom",1,0,0,0,1
"12361","apples",1,0,0,0,1
"12362","applicants",0,1,0,0,1
"12363","appliedto",1,0,0,0,1
"12364","applies",0,0,1,0,1
"12365","applins",1,0,0,0,1
"12366","appointed.i",1,0,0,0,1
"12367","appointmentby",1,0,0,0,1
"12368","appointmentto",1,0,0,0,1
"12369","apportionment",1,0,0,0,1
"12370","appraised",0,1,0,0,1
"12371","appreciable",0,1,0,0,1
"12372","appreciateand",1,0,0,0,1
"12373","apprehendedcrash",1,0,0,0,1
"12374","apprehendedevil",1,0,0,0,1
"12375","apprehending",1,0,0,0,1
"12376","apprehensions",1,0,0,0,1
"12377","apprehensionwas",1,0,0,0,1
"12378","apprised",0,1,0,0,1
"12379","approachthem",1,0,0,0,1
"12380","appropriate",0,0,0,1,1
"12381","appropriated",1,0,0,0,1
"12382","appropriatefield",1,0,0,0,1
"12383","approving",1,0,0,0,1
"12384","apresent",1,0,0,0,1
"12385","apresentiment",1,0,0,0,1
"12386","april_",0,0,1,0,1
"12387","april14th",1,0,0,0,1
"12388","apromise",1,0,0,0,1
"12389","apron",0,1,0,0,1
"12390","aprospect",1,0,0,0,1
"12391","aproverb",1,0,0,0,1
"12392","aptly",0,1,0,0,1
"12393","apunishment",1,0,0,0,1
"12394","aqq",0,0,0,1,1
"12395","aquarter",1,0,0,0,1
"12396","arab",0,0,0,1,1
"12397","arabec",0,0,0,1,1
"12398","arabia",0,1,0,0,1
"12399","arabic",0,0,1,0,1
"12400","arangement",1,0,0,0,1
"12401","arbiter",1,0,0,0,1
"12402","arcades",0,0,0,1,1
"12403","archaeologist",1,0,0,0,1
"12404","architect",1,0,0,0,1
"12405","are_",1,0,0,0,1
"12406","areapoges",0,0,0,1,1
"12407","areasonable",1,0,0,0,1
"12408","areexceptions",1,0,0,0,1
"12409","arefull",1,0,0,0,1
